age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation,sexe_index,situationFamiliale_index,2eme voiture_index
27.0,M,849.0,Célibataire,2.0,false,8026 BQ 46,0.0,1.0,0.0
44.0,M,1040.0,En Couple,3.0,true,7530 AX 78,0.0,0.0,1.0
52.0,M,986.0,Célibataire,0.0,false,3743 PO 19,0.0,1.0,0.0
65.0,M,582.0,En Couple,4.0,false,1540 XV 60,0.0,0.0,0.0
82.0,F,599.0,Célibataire,0.0,false,8465 VO 62,1.0,1.0,0.0
29.0,M,547.0,Célibataire,0.0,false,4756 JL 97,0.0,1.0,0.0
58.0,M,1176.0,En Couple,3.0,false,7018 WI 72,0.0,0.0,0.0
40.0,F,896.0,En Couple,0.0,false,9845 OB 83,1.0,0.0,0.0
48.0,M,748.0,Célibataire,0.0,false,8957 VQ 77,0.0,1.0,0.0
65.0,M,803.0,En Couple,0.0,false,861 XA 72,0.0,0.0,0.0
53.0,F,1246.0,En Couple,0.0,true,4949 WH 11,1.0,0.0,1.0
78.0,M,779.0,Célibataire,0.0,false,8490 FW 29,0.0,1.0,0.0
58.0,M,1173.0,Célibataire,0.0,false,9437 BB 55,0.0,1.0,0.0
49.0,F,1322.0,En Couple,2.0,false,3374 YL 94,1.0,0.0,0.0
35.0,F,556.0,En Couple,2.0,false,8350 AX 55,1.0,0.0,0.0
71.0,F,1084.0,En Couple,1.0,false,5907 LW 89,1.0,0.0,0.0
24.0,M,1317.0,En Couple,4.0,false,4617 BR 10,0.0,0.0,0.0
27.0,M,548.0,Célibataire,0.0,false,4733 BM 42,0.0,1.0,0.0
37.0,F,1018.0,En Couple,4.0,true,4661 LT 81,1.0,0.0,1.0
44.0,M,551.0,En Couple,1.0,false,245 EX 45,0.0,0.0,0.0
19.0,M,1374.0,Célibataire,0.0,false,7002 VA 26,0.0,1.0,0.0
43.0,M,1119.0,Célibataire,0.0,false,1900 YG 31,0.0,1.0,0.0
40.0,M,572.0,Célibataire,0.0,false,268 DA 32,0.0,1.0,0.0
42.0,F,711.0,Célibataire,0.0,false,9226 IY 39,1.0,1.0,0.0
65.0,F,1104.0,Célibataire,0.0,false,9553 YZ 77,1.0,1.0,0.0
35.0,M,1264.0,Célibataire,3.0,false,1488 LT 10,0.0,1.0,0.0
80.0,M,1370.0,En Couple,4.0,false,8812 CB 78,0.0,0.0,0.0
74.0,F,934.0,En Couple,0.0,false,465 DW 11,1.0,0.0,0.0
24.0,F,570.0,En Couple,2.0,false,4235 PK 68,1.0,0.0,0.0
27.0,F,1028.0,En Couple,3.0,false,867 PC 31,1.0,0.0,0.0
29.0,M,927.0,Célibataire,0.0,false,446 II 43,0.0,1.0,0.0
84.0,F,1266.0,En Couple,4.0,false,2318 LL 92,1.0,0.0,0.0
21.0,M,1076.0,Célibataire,0.0,false,7896 KI 59,0.0,1.0,0.0
45.0,M,1057.0,En Couple,0.0,false,1909 AT 91,0.0,0.0,0.0
37.0,F,1080.0,En Couple,0.0,false,4670 ZA 56,1.0,0.0,0.0
32.0,M,707.0,Célibataire,0.0,false,2737 YH 44,0.0,1.0,0.0
81.0,M,1121.0,En Couple,2.0,false,4510 KN 20,0.0,0.0,0.0
46.0,M,1335.0,Célibataire,0.0,false,8905 VA 16,0.0,1.0,0.0
38.0,M,1023.0,Célibataire,0.0,false,3627 BQ 91,0.0,1.0,0.0
50.0,M,939.0,Célibataire,0.0,false,147 SX 34,0.0,1.0,0.0
47.0,F,596.0,En Couple,2.0,false,3222 DW 32,1.0,0.0,0.0
25.0,M,594.0,En Couple,0.0,false,4155 OZ 80,0.0,0.0,0.0
50.0,F,1211.0,Célibataire,0.0,false,3773 BR 43,1.0,1.0,0.0
32.0,M,714.0,En Couple,0.0,false,3493 OQ 28,0.0,0.0,0.0
18.0,F,712.0,En Couple,4.0,false,8529 CF 44,1.0,0.0,0.0
57.0,M,578.0,En Couple,4.0,false,6194 FT 75,0.0,0.0,0.0
32.0,M,1347.0,En Couple,1.0,false,4523 LW 20,0.0,0.0,0.0
43.0,F,746.0,Célibataire,0.0,false,9212 AJ 54,1.0,1.0,0.0
41.0,M,1391.0,En Couple,0.0,false,2843 MJ 45,0.0,0.0,0.0
27.0,M,552.0,Célibataire,0.0,false,9176 SS 84,0.0,1.0,0.0
44.0,M,850.0,Célibataire,0.0,false,1005 HB 93,0.0,1.0,0.0
50.0,M,564.0,Célibataire,0.0,false,7322 PD 57,0.0,1.0,0.0
27.0,M,854.0,Célibataire,0.0,false,3675 JC 87,0.0,1.0,0.0
72.0,M,1383.0,En Couple,3.0,false,4759 YM 92,0.0,0.0,0.0
26.0,M,1103.0,En Couple,2.0,false,3977 BI 40,0.0,0.0,0.0
50.0,M,561.0,En Couple,4.0,false,1987 LD 18,0.0,0.0,0.0
27.0,M,1195.0,En Couple,0.0,false,1001 CF 10,0.0,0.0,0.0
29.0,F,923.0,En Couple,4.0,false,3899 YI 31,1.0,0.0,0.0
38.0,M,591.0,Célibataire,1.0,false,6983 AU 42,0.0,1.0,0.0
52.0,F,933.0,Célibataire,2.0,false,5515 QQ 95,1.0,1.0,0.0
43.0,M,1320.0,En Couple,2.0,false,3323 YI 82,0.0,0.0,0.0
66.0,F,1035.0,En Couple,1.0,false,78 AM 88,1.0,0.0,0.0
50.0,M,559.0,En Couple,2.0,false,8210 IB 33,0.0,0.0,0.0
53.0,M,1243.0,Célibataire,0.0,false,4587 PC 51,0.0,1.0,0.0
25.0,M,1277.0,En Couple,0.0,false,3687 JR 31,0.0,0.0,0.0
39.0,M,1183.0,En Couple,4.0,false,2844 VJ 16,0.0,0.0,0.0
33.0,F,909.0,En Couple,4.0,false,142 GD 84,1.0,0.0,0.0
45.0,M,560.0,En Couple,0.0,true,6898 WA 85,0.0,0.0,1.0
44.0,F,559.0,En Couple,2.0,false,9179 AK 96,1.0,0.0,0.0
21.0,M,598.0,Célibataire,0.0,false,2790 ZL 47,0.0,1.0,0.0
21.0,M,581.0,En Couple,1.0,true,4141 PE 91,0.0,0.0,1.0
44.0,M,1088.0,En Couple,0.0,true,6249 GY 37,0.0,0.0,1.0
49.0,M,1313.0,Célibataire,0.0,false,8264 NQ 37,0.0,1.0,0.0
29.0,M,1384.0,En Couple,2.0,false,2026 YW 68,0.0,0.0,0.0
80.0,M,882.0,Célibataire,0.0,false,8958 TF 34,0.0,1.0,0.0
43.0,M,1197.0,En Couple,2.0,false,3333 XH 52,0.0,0.0,0.0
52.0,F,565.0,En Couple,4.0,false,9108 GC 12,1.0,0.0,0.0
33.0,F,846.0,En Couple,4.0,false,9019 YE 48,1.0,0.0,0.0
48.0,M,1373.0,Célibataire,0.0,false,7228 ET 17,0.0,1.0,0.0
84.0,M,1060.0,En Couple,2.0,false,9663 BV 87,0.0,0.0,0.0
77.0,M,1213.0,En Couple,4.0,false,8260 OM 20,0.0,0.0,0.0
35.0,M,1317.0,Célibataire,0.0,false,7216 KX 64,0.0,1.0,0.0
24.0,M,1050.0,Célibataire,0.0,false,6984 DI 71,0.0,1.0,0.0
50.0,F,827.0,Célibataire,0.0,false,3829 XA 30,1.0,1.0,0.0
26.0,M,1127.0,En Couple,1.0,false,807 QZ 79,0.0,0.0,0.0
41.0,F,1033.0,En Couple,1.0,true,6180 VU 15,1.0,0.0,1.0
36.0,F,953.0,Célibataire,0.0,false,6479 EH 73,1.0,1.0,0.0
36.0,M,1130.0,Célibataire,0.0,false,8609 GY 66,0.0,1.0,0.0
66.0,M,1309.0,Célibataire,2.0,false,6253 YM 11,0.0,1.0,0.0
33.0,F,1352.0,En Couple,3.0,false,4564 HS 33,1.0,0.0,0.0
27.0,M,1000.0,En Couple,0.0,true,9787 FB 71,0.0,0.0,1.0
54.0,F,590.0,En Couple,0.0,false,9924 WS 34,1.0,0.0,0.0
19.0,M,1155.0,En Couple,0.0,false,2540 NU 16,0.0,0.0,0.0
22.0,F,735.0,Célibataire,0.0,false,4492 HP 68,1.0,1.0,0.0
77.0,M,816.0,En Couple,2.0,false,3303 KQ 65,0.0,0.0,0.0
74.0,M,566.0,Célibataire,3.0,false,4481 JD 78,0.0,1.0,0.0
67.0,M,957.0,En Couple,0.0,true,5962 WS 38,0.0,0.0,1.0
26.0,M,1341.0,En Couple,3.0,true,1947 AG 21,0.0,0.0,1.0
23.0,M,1276.0,En Couple,2.0,false,8406 GJ 55,0.0,0.0,0.0
24.0,M,1059.0,Célibataire,0.0,false,8511 VV 62,0.0,1.0,0.0
70.0,M,558.0,Célibataire,0.0,false,7520 FD 29,0.0,1.0,0.0
39.0,F,1104.0,En Couple,2.0,false,2030 VU 36,1.0,0.0,0.0
53.0,M,581.0,En Couple,2.0,false,4819 UW 26,0.0,0.0,0.0
21.0,M,833.0,En Couple,2.0,true,9190 JO 33,0.0,0.0,1.0
72.0,M,594.0,En Couple,2.0,true,4915 CB 24,0.0,0.0,1.0
53.0,M,724.0,Célibataire,0.0,false,8479 PB 35,0.0,1.0,0.0
20.0,M,566.0,Célibataire,3.0,false,1614 ZK 11,0.0,1.0,0.0
29.0,F,1391.0,En Couple,4.0,false,1343 NB 68,1.0,0.0,0.0
27.0,M,1276.0,En Couple,4.0,true,6553 AJ 44,0.0,0.0,1.0
45.0,M,763.0,Célibataire,1.0,false,688 XQ 85,0.0,1.0,0.0
27.0,F,1156.0,En Couple,1.0,false,4142 KY 88,1.0,0.0,0.0
29.0,M,585.0,Célibataire,0.0,false,9449 HW 54,0.0,1.0,0.0
23.0,F,716.0,Célibataire,0.0,false,4014 SA 25,1.0,1.0,0.0
31.0,F,571.0,En Couple,0.0,false,1933 PR 24,1.0,0.0,0.0
51.0,M,1229.0,Célibataire,0.0,false,4295 RW 97,0.0,1.0,0.0
47.0,M,1349.0,En Couple,3.0,false,3862 AO 30,0.0,0.0,0.0
25.0,M,583.0,Célibataire,0.0,false,1648 CJ 92,0.0,1.0,0.0
51.0,F,1022.0,En Couple,4.0,false,1239 CC 31,1.0,0.0,0.0
44.0,M,1141.0,Célibataire,0.0,false,1012 UE 21,0.0,1.0,0.0
31.0,F,752.0,En Couple,1.0,false,2849 CC 28,1.0,0.0,0.0
26.0,M,1373.0,Célibataire,0.0,false,6439 RW 16,0.0,1.0,0.0
37.0,F,590.0,En Couple,0.0,false,1791 RL 74,1.0,0.0,0.0
54.0,M,1081.0,En Couple,0.0,false,7166 SN 81,0.0,0.0,0.0
41.0,M,1085.0,En Couple,0.0,true,1795 HS 55,0.0,0.0,1.0
58.0,M,1045.0,En Couple,1.0,false,6417 ZN 57,0.0,0.0,0.0
32.0,M,941.0,Célibataire,0.0,false,9019 NP 16,0.0,1.0,0.0
19.0,M,1074.0,Célibataire,0.0,false,806 XY 85,0.0,1.0,0.0
27.0,M,1103.0,En Couple,0.0,false,3673 HZ 44,0.0,0.0,0.0
50.0,M,896.0,En Couple,2.0,false,826 OC 15,0.0,0.0,0.0
33.0,M,1265.0,En Couple,1.0,false,8522 ET 40,0.0,0.0,0.0
26.0,M,1318.0,Célibataire,0.0,false,4886 EB 71,0.0,1.0,0.0
29.0,M,948.0,En Couple,3.0,true,1696 DK 95,0.0,0.0,1.0
44.0,M,560.0,Célibataire,0.0,false,1971 JU 92,0.0,1.0,0.0
37.0,F,743.0,En Couple,0.0,false,9543 GE 52,1.0,0.0,0.0
23.0,M,556.0,En Couple,4.0,false,9816 PG 24,0.0,0.0,0.0
44.0,M,1214.0,En Couple,0.0,false,3637 VS 32,0.0,0.0,0.0
33.0,M,803.0,En Couple,2.0,false,9572 PC 17,0.0,0.0,0.0
23.0,M,705.0,Célibataire,0.0,false,5596 DY 78,0.0,1.0,0.0
29.0,M,1174.0,En Couple,1.0,false,8821 XC 52,0.0,0.0,0.0
34.0,M,827.0,En Couple,1.0,false,5929 RX 62,0.0,0.0,0.0
36.0,M,792.0,Célibataire,0.0,false,7645 PJ 35,0.0,1.0,0.0
33.0,F,1222.0,Célibataire,0.0,false,2696 EO 83,1.0,1.0,0.0
28.0,M,1072.0,En Couple,2.0,false,9791 KG 55,0.0,0.0,0.0
57.0,M,583.0,En Couple,2.0,false,2224 KG 92,0.0,0.0,0.0
36.0,F,591.0,En Couple,3.0,false,2092 RL 63,1.0,0.0,0.0
32.0,M,836.0,En Couple,0.0,true,7654 IV 66,0.0,0.0,1.0
51.0,M,920.0,En Couple,0.0,false,8616 QD 35,0.0,0.0,0.0
37.0,F,916.0,Célibataire,0.0,false,1156 EO 10,1.0,1.0,0.0
62.0,M,1129.0,En Couple,3.0,false,1276 VD 74,0.0,0.0,0.0
67.0,M,1310.0,En Couple,0.0,false,9646 SR 17,0.0,0.0,0.0
60.0,F,555.0,En Couple,2.0,true,6294 TV 80,1.0,0.0,1.0
33.0,F,1079.0,En Couple,4.0,true,7407 OR 96,1.0,0.0,1.0
72.0,M,738.0,En Couple,4.0,false,5090 NX 70,0.0,0.0,0.0
63.0,M,824.0,En Couple,1.0,false,7614 PE 10,0.0,0.0,0.0
23.0,M,1134.0,En Couple,1.0,true,607 UZ 74,0.0,0.0,1.0
53.0,M,774.0,Célibataire,0.0,false,7465 CZ 25,0.0,1.0,0.0
55.0,M,1367.0,Célibataire,0.0,false,9354 YB 61,0.0,1.0,0.0
24.0,F,1168.0,En Couple,0.0,true,5055 BK 72,1.0,0.0,1.0
35.0,M,962.0,En Couple,1.0,false,5837 TR 27,0.0,0.0,0.0
19.0,F,596.0,En Couple,2.0,false,2558 TM 24,1.0,0.0,0.0
51.0,M,827.0,En Couple,4.0,false,1051 PC 56,0.0,0.0,0.0
40.0,M,565.0,En Couple,4.0,false,2987 HY 30,0.0,0.0,0.0
26.0,F,1158.0,Célibataire,0.0,false,8737 QA 66,1.0,1.0,0.0
59.0,M,846.0,Célibataire,0.0,false,8705 TO 59,0.0,1.0,0.0
21.0,M,595.0,En Couple,2.0,true,3560 EZ 37,0.0,0.0,1.0
21.0,M,868.0,En Couple,2.0,false,4037 LV 22,0.0,0.0,0.0
23.0,F,574.0,Célibataire,0.0,false,5424 GU 32,1.0,1.0,0.0
23.0,F,1002.0,Célibataire,0.0,false,7640 JE 89,1.0,1.0,0.0
72.0,F,580.0,Célibataire,1.0,false,9346 PR 81,1.0,1.0,0.0
31.0,F,590.0,En Couple,2.0,false,9131 QC 17,1.0,0.0,0.0
21.0,M,830.0,En Couple,0.0,false,1929 SD 77,0.0,0.0,0.0
30.0,M,888.0,Célibataire,0.0,false,7318 MS 12,0.0,1.0,0.0
18.0,M,1391.0,En Couple,2.0,false,9972 JR 91,0.0,0.0,0.0
22.0,M,545.0,Célibataire,2.0,false,121 RY 80,0.0,1.0,0.0
41.0,F,1377.0,En Couple,2.0,false,5475 HQ 58,1.0,0.0,0.0
75.0,M,1051.0,En Couple,1.0,true,2545 LS 49,0.0,0.0,1.0
46.0,M,551.0,Célibataire,0.0,false,7369 IA 84,0.0,1.0,0.0
33.0,F,556.0,Célibataire,0.0,false,8927 GA 10,1.0,1.0,0.0
32.0,M,890.0,Célibataire,0.0,false,4345 KG 89,0.0,1.0,0.0
42.0,M,598.0,Célibataire,0.0,false,7112 CM 18,0.0,1.0,0.0
42.0,M,579.0,En Couple,0.0,false,3808 LC 97,0.0,0.0,0.0
27.0,M,1247.0,En Couple,0.0,false,8841 QK 36,0.0,0.0,0.0
27.0,F,1045.0,En Couple,1.0,false,2892 VF 73,1.0,0.0,0.0
30.0,M,554.0,Célibataire,3.0,false,1964 RR 14,0.0,1.0,0.0
48.0,M,1373.0,En Couple,4.0,false,9936 WZ 85,0.0,0.0,0.0
47.0,M,1193.0,Célibataire,0.0,false,6658 WZ 85,0.0,1.0,0.0
23.0,F,701.0,Célibataire,0.0,false,3188 OE 50,1.0,1.0,0.0
37.0,M,582.0,En Couple,2.0,false,7717 IF 32,0.0,0.0,0.0
25.0,M,594.0,Célibataire,0.0,false,465 SS 57,0.0,1.0,0.0
75.0,M,1068.0,En Couple,2.0,true,4318 CS 23,0.0,0.0,1.0
33.0,M,1068.0,En Couple,4.0,false,1063 SU 30,0.0,0.0,0.0
51.0,F,1023.0,En Couple,3.0,false,3408 CH 30,1.0,0.0,0.0
65.0,M,565.0,En Couple,2.0,false,9248 FU 13,0.0,0.0,0.0
51.0,F,1353.0,En Couple,1.0,false,7167 LO 93,1.0,0.0,0.0
29.0,F,1195.0,En Couple,4.0,true,1967 XW 22,1.0,0.0,1.0
59.0,M,820.0,Célibataire,0.0,false,6635 MR 70,0.0,1.0,0.0
43.0,M,838.0,En Couple,0.0,false,9879 RZ 92,0.0,0.0,0.0
40.0,M,554.0,En Couple,1.0,true,6483 NU 84,0.0,0.0,1.0
54.0,M,825.0,En Couple,2.0,false,6234 KJ 81,0.0,0.0,0.0
29.0,M,1141.0,Célibataire,3.0,false,5157 DF 14,0.0,1.0,0.0
44.0,F,1332.0,Célibataire,0.0,false,9755 ZG 97,1.0,1.0,0.0
76.0,M,1101.0,En Couple,1.0,false,3472 ZD 78,0.0,0.0,0.0
78.0,M,1038.0,En Couple,1.0,false,2807 JL 62,0.0,0.0,0.0
53.0,M,743.0,Célibataire,0.0,false,6719 PX 39,0.0,1.0,0.0
25.0,M,1208.0,En Couple,3.0,false,4644 ZL 60,0.0,0.0,0.0
25.0,M,1309.0,Célibataire,0.0,false,9213 VL 96,0.0,1.0,0.0
79.0,M,860.0,Célibataire,0.0,false,267 RY 11,0.0,1.0,0.0
29.0,M,563.0,En Couple,1.0,true,3949 OT 37,0.0,0.0,1.0
66.0,M,1078.0,En Couple,2.0,false,4665 XA 73,0.0,0.0,0.0
34.0,M,765.0,Célibataire,0.0,false,4265 QJ 89,0.0,1.0,0.0
28.0,M,562.0,En Couple,0.0,true,6580 HL 77,0.0,0.0,1.0
18.0,F,1163.0,En Couple,0.0,false,8987 VM 38,1.0,0.0,0.0
23.0,M,1094.0,En Couple,3.0,false,6505 EA 57,0.0,0.0,0.0
48.0,F,587.0,Célibataire,0.0,false,3292 MG 63,1.0,1.0,0.0
18.0,F,980.0,En Couple,2.0,false,6619 KZ 52,1.0,0.0,0.0
36.0,M,1391.0,En Couple,0.0,false,8196 EW 20,0.0,0.0,0.0
84.0,M,955.0,En Couple,1.0,false,2688 NF 94,0.0,0.0,0.0
28.0,M,770.0,En Couple,4.0,true,8810 RP 46,0.0,0.0,1.0
41.0,M,592.0,Célibataire,1.0,false,152 XP 48,0.0,1.0,0.0
54.0,M,576.0,Célibataire,0.0,false,800 QL 78,0.0,1.0,0.0
40.0,M,1336.0,Célibataire,3.0,false,1673 BY 11,0.0,1.0,0.0
43.0,M,1027.0,En Couple,1.0,false,8606 YO 67,0.0,0.0,0.0
51.0,M,1131.0,En Couple,1.0,false,6346 CU 29,0.0,0.0,0.0
77.0,F,561.0,En Couple,0.0,false,963 GR 76,1.0,0.0,0.0
81.0,M,1161.0,Célibataire,0.0,false,9201 RQ 79,0.0,1.0,0.0
80.0,M,1294.0,En Couple,0.0,true,9804 MM 86,0.0,0.0,1.0
33.0,M,778.0,En Couple,3.0,false,8843 TW 24,0.0,0.0,0.0
79.0,F,709.0,En Couple,2.0,false,4573 QQ 17,1.0,0.0,0.0
37.0,M,850.0,En Couple,3.0,true,1026 FE 62,0.0,0.0,1.0
33.0,M,1122.0,En Couple,0.0,false,7795 XK 44,0.0,0.0,0.0
51.0,M,722.0,Célibataire,0.0,false,2003 QM 28,0.0,1.0,0.0
23.0,M,983.0,En Couple,4.0,false,6216 XZ 29,0.0,0.0,0.0
51.0,M,1069.0,Célibataire,0.0,false,5776 DZ 48,0.0,1.0,0.0
19.0,M,1378.0,En Couple,2.0,false,9267 DQ 42,0.0,0.0,0.0
40.0,M,1094.0,Célibataire,0.0,false,517 MF 39,0.0,1.0,0.0
41.0,F,1192.0,En Couple,4.0,false,5177 JR 60,1.0,0.0,0.0
24.0,M,1187.0,En Couple,0.0,false,3895 AS 11,0.0,0.0,0.0
55.0,F,587.0,En Couple,2.0,false,3877 ZK 93,1.0,0.0,0.0
22.0,M,1224.0,Célibataire,0.0,false,7979 TB 37,0.0,1.0,0.0
33.0,M,804.0,Célibataire,0.0,false,5072 WG 86,0.0,1.0,0.0
70.0,M,574.0,Célibataire,2.0,false,4683 BR 32,0.0,1.0,0.0
77.0,F,812.0,Célibataire,0.0,false,5291 JH 32,1.0,1.0,0.0
33.0,M,589.0,En Couple,2.0,false,69 AO 47,0.0,0.0,0.0
66.0,M,854.0,En Couple,0.0,false,6443 MK 77,0.0,0.0,0.0
57.0,M,1004.0,Célibataire,0.0,false,586 BK 64,0.0,1.0,0.0
47.0,F,561.0,Célibataire,0.0,false,9404 UO 92,1.0,1.0,0.0
77.0,M,1376.0,Célibataire,0.0,false,1555 DF 28,0.0,1.0,0.0
59.0,M,1224.0,En Couple,0.0,false,1693 CL 38,0.0,0.0,0.0
28.0,M,819.0,Marié(e),3.0,false,5243 VZ 69,0.0,2.0,0.0
18.0,M,840.0,En Couple,4.0,false,3872 MD 25,0.0,0.0,0.0
58.0,M,946.0,En Couple,2.0,false,1936 EK 37,0.0,0.0,0.0
33.0,F,590.0,En Couple,1.0,false,9709 WJ 58,1.0,0.0,0.0
26.0,M,568.0,En Couple,0.0,false,7231 GF 91,0.0,0.0,0.0
31.0,M,598.0,Célibataire,0.0,false,7371 UM 19,0.0,1.0,0.0
45.0,M,973.0,Célibataire,0.0,false,4529 RY 96,0.0,1.0,0.0
36.0,M,548.0,En Couple,0.0,true,8432 IC 62,0.0,0.0,1.0
28.0,F,1156.0,En Couple,2.0,false,3308 FM 33,1.0,0.0,0.0
76.0,M,1050.0,En Couple,2.0,false,2747 XP 22,0.0,0.0,0.0
28.0,M,727.0,En Couple,2.0,false,4895 PL 89,0.0,0.0,0.0
55.0,M,1272.0,En Couple,3.0,true,3974 AL 22,0.0,0.0,1.0
79.0,M,988.0,Célibataire,3.0,false,8851 FX 53,0.0,1.0,0.0
63.0,F,593.0,En Couple,3.0,false,3503 JK 36,1.0,0.0,0.0
75.0,M,594.0,En Couple,2.0,false,8221 WS 89,0.0,0.0,0.0
77.0,M,586.0,Célibataire,0.0,false,21 MK 70,0.0,1.0,0.0
21.0,M,939.0,Célibataire,1.0,false,9843 GV 71,0.0,1.0,0.0
29.0,F,853.0,Célibataire,0.0,false,2551 CP 95,1.0,1.0,0.0
77.0,M,816.0,Célibataire,0.0,false,430 VL 35,0.0,1.0,0.0
23.0,F,556.0,En Couple,3.0,false,9417 AZ 79,1.0,0.0,0.0
81.0,F,837.0,En Couple,3.0,false,3519 TT 19,1.0,0.0,0.0
74.0,M,997.0,En Couple,3.0,false,8769 PR 48,0.0,0.0,0.0
64.0,M,1158.0,En Couple,1.0,false,8413 KD 92,0.0,0.0,0.0
43.0,M,564.0,En Couple,3.0,false,4820 QF 39,0.0,0.0,0.0
25.0,M,555.0,En Couple,0.0,false,2240 XL 13,0.0,0.0,0.0
25.0,M,905.0,Célibataire,0.0,false,7544 AW 87,0.0,1.0,0.0
54.0,F,1153.0,Marié(e),4.0,false,4196 MW 18,1.0,2.0,0.0
28.0,M,954.0,Célibataire,0.0,false,5617 RY 16,0.0,1.0,0.0
49.0,M,1041.0,Célibataire,1.0,false,905 HF 45,0.0,1.0,0.0
25.0,M,553.0,En Couple,2.0,false,6146 SD 17,0.0,0.0,0.0
23.0,M,1209.0,En Couple,0.0,false,4531 VP 62,0.0,0.0,0.0
26.0,M,1251.0,Célibataire,0.0,false,5726 JC 21,0.0,1.0,0.0
52.0,M,1022.0,En Couple,4.0,false,2270 SJ 36,0.0,0.0,0.0
68.0,F,1140.0,Célibataire,0.0,false,4137 NT 71,1.0,1.0,0.0
56.0,M,1368.0,En Couple,3.0,false,4867 YE 30,0.0,0.0,0.0
72.0,M,571.0,Célibataire,0.0,false,439 UC 27,0.0,1.0,0.0
27.0,M,846.0,En Couple,3.0,false,217 AZ 22,0.0,0.0,0.0
26.0,M,561.0,En Couple,4.0,false,8146 SM 82,0.0,0.0,0.0
75.0,M,562.0,Célibataire,2.0,false,1705 GF 40,0.0,1.0,0.0
33.0,M,944.0,Célibataire,0.0,false,551 EU 63,0.0,1.0,0.0
75.0,F,801.0,Célibataire,0.0,false,5033 TF 56,1.0,1.0,0.0
82.0,F,563.0,En Couple,3.0,false,2264 YQ 34,1.0,0.0,0.0
55.0,M,956.0,En Couple,4.0,false,9656 YC 60,0.0,0.0,0.0
42.0,M,948.0,Célibataire,0.0,false,416 JJ 79,0.0,1.0,0.0
21.0,M,588.0,Célibataire,0.0,false,5569 RW 16,0.0,1.0,0.0
20.0,M,1385.0,En Couple,0.0,true,4908 SH 93,0.0,0.0,1.0
25.0,M,1001.0,Célibataire,0.0,false,7115 FA 32,0.0,1.0,0.0
84.0,M,786.0,En Couple,4.0,false,5287 FB 45,0.0,0.0,0.0
53.0,F,576.0,Célibataire,0.0,false,9371 BY 11,1.0,1.0,0.0
48.0,M,1180.0,En Couple,4.0,false,2336 EZ 75,0.0,0.0,0.0
59.0,M,1109.0,En Couple,3.0,true,4926 PY 16,0.0,0.0,1.0
28.0,M,596.0,Célibataire,0.0,false,364 AW 66,0.0,1.0,0.0
18.0,M,1252.0,Célibataire,0.0,false,7979 ZL 70,0.0,1.0,0.0
43.0,M,706.0,En Couple,2.0,false,5144 EG 73,0.0,0.0,0.0
67.0,M,575.0,Célibataire,0.0,false,6046 RN 19,0.0,1.0,0.0
38.0,F,1117.0,En Couple,1.0,true,5153 RQ 61,1.0,0.0,1.0
33.0,F,1270.0,Célibataire,0.0,false,2843 VY 25,1.0,1.0,0.0
41.0,M,1053.0,En Couple,0.0,false,7086 KX 20,0.0,0.0,0.0
58.0,M,1385.0,Célibataire,1.0,false,6020 LB 86,0.0,1.0,0.0
78.0,F,598.0,En Couple,3.0,false,3863 MW 78,1.0,0.0,0.0
60.0,M,829.0,En Couple,4.0,false,7830 KD 86,0.0,0.0,0.0
60.0,F,561.0,En Couple,0.0,false,165 PM 19,1.0,0.0,0.0
59.0,F,1263.0,Célibataire,0.0,false,8995 BI 46,1.0,1.0,0.0
33.0,F,587.0,En Couple,0.0,false,9115 TW 27,1.0,0.0,0.0
84.0,M,991.0,En Couple,3.0,false,9989 QD 85,0.0,0.0,0.0
25.0,M,1302.0,Célibataire,0.0,false,4335 IS 91,0.0,1.0,0.0
27.0,M,1083.0,En Couple,0.0,false,6089 OO 39,0.0,0.0,0.0
59.0,M,1009.0,En Couple,4.0,false,1394 JZ 52,0.0,0.0,0.0
26.0,M,985.0,En Couple,1.0,false,7880 CK 80,0.0,0.0,0.0
41.0,F,740.0,En Couple,0.0,false,718 OQ 40,1.0,0.0,0.0
52.0,M,553.0,Célibataire,0.0,false,642 ET 98,0.0,1.0,0.0
33.0,F,1337.0,Célibataire,2.0,false,7337 VO 56,1.0,1.0,0.0
82.0,M,1180.0,En Couple,2.0,false,7491 WV 83,0.0,0.0,0.0
56.0,M,1314.0,En Couple,2.0,true,2353 LI 18,0.0,0.0,1.0
52.0,M,962.0,Célibataire,0.0,false,3018 SC 22,0.0,1.0,0.0
62.0,M,1098.0,Célibataire,0.0,false,4920 VL 24,0.0,1.0,0.0
38.0,M,864.0,Célibataire,0.0,false,6081 HW 16,0.0,1.0,0.0
66.0,M,570.0,En Couple,2.0,false,2998 OC 63,0.0,0.0,0.0
33.0,M,1162.0,En Couple,3.0,false,3756 PN 73,0.0,0.0,0.0
52.0,F,566.0,En Couple,4.0,false,1725 SW 98,1.0,0.0,0.0
23.0,M,570.0,En Couple,2.0,false,8345 PE 98,0.0,0.0,0.0
36.0,M,1040.0,Célibataire,0.0,false,623 WZ 31,0.0,1.0,0.0
20.0,M,585.0,En Couple,4.0,false,1087 FF 72,0.0,0.0,0.0
25.0,F,544.0,En Couple,0.0,false,292 HA 32,1.0,0.0,0.0
