immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
0 UE 92,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
4601 PJ 86,BMW,M5,507,très longue,5,5,gris,true,66360
7971 JL 40,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
5287 WG 67,Daihatsu,Cuore 1.0,58,courte,5,3,rouge,false,8850
1914 SO 24,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
2254 SE 20,BMW,M5,507,très longue,5,5,noir,false,94800
1248 FC 38,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
414 AK 52,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
6778 GB 27,BMW,M5,507,très longue,5,5,bleu,true,66360
5414 ZN 66,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
8251 FH 75,BMW,120i,150,moyenne,5,5,bleu,true,25060
3120 DC 97,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
4624 GK 96,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,true,8540
9468 DG 60,Skoda,Superb 2.8 V6,193,très longue,5,5,noir,false,31790
4736 DK 30,Audi,A2 1.4,75,courte,5,5,noir,true,12817
2220 TH 30,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
3247 PX 90,Volvo,S80 T6,272,très longue,5,5,bleu,true,35350
2624 IY 67,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
3294 GS 28,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
342 TO 31,Skoda,Superb 2.8 V6,193,très longue,5,5,rouge,false,31790
3145 MY 35,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
520 KU 79,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
4306 ZF 35,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
9875 YP 92,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
7558 OX 42,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
303 ZB 61,Mercedes,A200,136,moyenne,5,5,rouge,false,25900
448 NN 39,Mercedes,S500,306,très longue,5,5,noir,true,70910
1843 EY 40,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
5142 QE 54,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
31 DF 87,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
548 VT 42,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
8996 MP 33,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
4289 VT 36,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
7881 HR 70,Mini,Copper 1.6 16V,115,courte,5,5,noir,false,18200
8461 SM 81,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
6633 CM 86,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
8839 EH 63,Mercedes,A200,136,moyenne,5,5,bleu,false,25900
8957 XY 79,Mercedes,A200,136,moyenne,5,5,blanc,false,25900
9754 MT 44,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
542 DV 30,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540
1083 UR 36,BMW,M5,507,très longue,5,5,rouge,false,94800
5419 TZ 95,BMW,M5,507,très longue,5,5,blanc,true,66360
6874 HF 34,Volvo,S80 T6,272,très longue,5,5,gris,true,35350
2459 QD 94,Audi,A3 2.0 FSI,150,moyenne,5,5,blanc,false,28500
4753 GE 50,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
5386 EM 31,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
1166 MS 38,BMW,M5,507,très longue,5,5,gris,false,94800
5248 IP 26,Seat,Toledo 1.6,102,longue,5,5,noir,false,18880
3879 LK 43,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
1503 VP 48,Lancia,Ypsilon 1.4 16V,90,courte,5,3,rouge,true,9450
8559 NH 22,Audi,A2 1.4,75,courte,5,5,noir,false,18310
7856 UC 13,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644
2119 WZ 42,Audi,A2 1.4,75,courte,5,5,gris,false,18310
2566 KT 96,Renault,Laguna 2.0T,170,longue,5,5,bleu,true,19110
7144 VU 93,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
9364 CJ 79,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
88 AU 65,BMW,M5,507,très longue,5,5,bleu,false,94800
1200 MH 63,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,true,34440
7561 TZ 66,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
8107 MP 20,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
646 ZQ 16,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
9624 XP 67,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
2745 ZO 10,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
7363 SK 58,Mercedes,A200,136,moyenne,5,5,blanc,false,25900
2408 RC 61,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
1560 HH 34,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
338 AO 11,Mercedes,S500,306,très longue,5,5,blanc,true,70910
2148 XW 49,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
4660 FK 65,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
7222 AY 18,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,true,15644
5566 WW 82,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
7998 IA 23,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
7845 CB 64,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
8318 UH 84,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
6632 CY 77,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
1253 SU 71,Saab,9.3 1.8T,150,longue,5,5,rouge,false,38600
1527 SI 16,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
975 FJ 60,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
7224 DY 10,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
3691 XH 17,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
4709 YX 90,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
7540 TH 38,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
7469 LF 36,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
6194 ML 90,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
5728 DK 72,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
1588 PD 98,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
1695 YE 18,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
6118 ER 81,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
899 FF 84,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
8482 ZS 93,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
5410 BS 83,Nissan,Maxima 3.0 V6,200,très longue,5,5,gris,false,30000
5645 KF 56,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
7133 RC 26,BMW,M5,507,très longue,5,5,blanc,false,94800
7694 WE 23,Nissan,Almera 1.8,115,moyenne,5,5,bleu,false,16450
7054 GB 19,Nissan,Primera 1.6,109,longue,5,5,bleu,false,18650
8969 VX 63,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
9614 UX 96,Volvo,S80 T6,272,très longue,5,5,bleu,true,35350
9210 HB 46,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
500 BD 63,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
495 VI 31,Mini,Copper 1.6 16V,115,courte,5,5,noir,false,18200
3475 KA 12,BMW,M5,507,très longue,5,5,gris,false,94800
3573 LC 26,Ford,Mondeo 1.8,125,longue,5,5,noir,true,16730
9804 AV 38,Fiat,Croma 2.2,147,longue,5,5,blanc,true,17346
2565 WJ 28,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
9061 EG 40,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
4957 PF 12,Mercedes,S500,306,très longue,5,5,noir,false,101300
7193 CZ 29,Audi,A2 1.4,75,courte,5,5,noir,false,18310
1779 EV 11,Audi,A2 1.4,75,courte,5,5,gris,true,12817
692 DT 94,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
8399 XQ 92,BMW,M5,507,très longue,5,5,noir,true,66360
2303 PX 35,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
9578 SH 72,Mini,Copper 1.6 16V,115,courte,5,5,rouge,true,12740
477 KL 28,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
4408 EX 19,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
846 QM 68,Saab,9.3 1.8T,150,longue,5,5,rouge,false,38600
9237 OC 66,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
1550 SD 69,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
4458 QD 17,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
8513 SQ 15,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,true,16029
8652 JT 91,Audi,A2 1.4,75,courte,5,5,gris,false,18310
7374 GE 89,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
4197 TZ 68,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
3958 IG 89,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644
283 LB 18,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
8913 AB 88,BMW,M5,507,très longue,5,5,noir,true,66360
227 VK 75,BMW,M5,507,très longue,5,5,gris,false,94800
1655 SG 96,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
3092 NQ 49,Seat,Toledo 1.6,102,longue,5,5,noir,false,18880
4908 KO 49,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
7863 GK 43,Mercedes,S500,306,très longue,5,5,gris,false,101300
7509 EI 76,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
910 WL 87,BMW,M5,507,très longue,5,5,noir,false,94800
8765 XC 46,Daihatsu,Cuore 1.0,58,courte,5,3,bleu,false,8850
4566 BE 59,Mercedes,A200,136,moyenne,5,5,rouge,true,18130
2616 WN 86,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
7704 XW 89,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
3016 PE 24,Nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450
1218 MT 13,Mini,Copper 1.6 16V,115,courte,5,5,noir,true,12740
3454 AR 33,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
679 IJ 26,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
8711 JZ 63,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
3282 EO 49,Lancia,Ypsilon 1.4 16V,90,courte,5,3,bleu,false,13500
2980 XH 27,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
1451 ZC 91,BMW,M5,507,très longue,5,5,bleu,false,94800
1351 GS 89,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
5763 IQ 38,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
5031 CK 14,BMW,M5,507,très longue,5,5,bleu,false,94800
6937 UA 45,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
4074 FZ 45,Ford,Mondeo 1.8,125,longue,5,5,bleu,true,16730
2516 WT 89,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
4700 IB 33,Volvo,S80 T6,272,très longue,5,5,noir,true,35350
1041 LK 97,Audi,A2 1.4,75,courte,5,5,noir,false,18310
9508 RO 77,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
7935 AJ 71,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
3311 WS 92,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
1074 ZE 90,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
3032 GI 91,BMW,120i,150,moyenne,5,5,noir,true,25060
5309 AO 54,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
7016 WP 38,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
798 RS 74,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
8399 OM 43,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
5907 VN 57,BMW,M5,507,très longue,5,5,gris,false,94800
5251 KP 26,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
170 ML 41,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
8439 SB 96,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
1535 GI 45,Mercedes,S500,306,très longue,5,5,rouge,true,70910
8201 QG 98,BMW,M5,507,très longue,5,5,blanc,false,94800
3609 MK 14,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
353 HZ 39,Nissan,Maxima 3.0 V6,200,très longue,5,5,blanc,false,30000
5204 ZW 37,BMW,M5,507,très longue,5,5,rouge,false,94800
2663 GJ 92,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
9868 WI 82,BMW,M5,507,très longue,5,5,rouge,false,94800
1202 HH 49,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,true,34440
1412 DQ 32,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
999 GQ 33,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
904 JH 11,Volvo,S80 T6,272,très longue,5,5,bleu,true,35350
5778 EJ 19,Skoda,Superb 2.8 V6,193,très longue,5,5,rouge,false,31790
919 RF 90,Audi,A2 1.4,75,courte,5,5,noir,false,18310
6237 WN 35,BMW,M5,507,très longue,5,5,noir,false,94800
3204 TL 58,Saab,9.3 1.8T,150,longue,5,5,bleu,false,38600
9359 II 79,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
7389 FZ 24,BMW,M5,507,très longue,5,5,blanc,false,94800
174 AH 60,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
7773 OX 61,Mercedes,S500,306,très longue,5,5,gris,true,70910
1948 UJ 46,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
2334 NP 97,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
3492 EF 71,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
91 OK 76,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
3473 KP 59,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
1123 ST 73,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5488 AI 76,Mercedes,S500,306,très longue,5,5,bleu,false,101300
1734 MZ 19,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
7170 DC 46,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
3400 OA 82,Audi,A2 1.4,75,courte,5,5,noir,false,18310
3652 YQ 80,BMW,M5,507,très longue,5,5,gris,false,94800
2350 PJ 52,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
4221 QG 34,Mercedes,S500,306,très longue,5,5,rouge,false,101300
2266 KZ 41,Kia,Picanto 1.1,65,courte,5,5,bleu,false,8990
8348 DU 38,Mercedes,S500,306,très longue,5,5,gris,false,101300
8556 DY 12,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,true,15644
3935 UC 18,Mercedes,S500,306,très longue,5,5,rouge,true,70910
83 XP 25,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
8633 IU 82,Audi,A2 1.4,75,courte,5,5,gris,true,12817
7365 FR 47,Mercedes,S500,306,très longue,5,5,gris,true,70910
6224 FE 45,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5885 JJ 61,BMW,M5,507,très longue,5,5,blanc,false,94800
1846 BO 88,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
9594 XC 47,Nissan,Primera 1.6,109,longue,5,5,noir,false,18650
9937 YB 70,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
1540 KK 35,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
7692 NN 82,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
7720 ES 36,Audi,A2 1.4,75,courte,5,5,gris,false,18310
2898 XJ 93,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
2730 TE 89,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
2610 SU 44,BMW,M5,507,très longue,5,5,gris,false,94800
8079 TY 94,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
3133 WJ 77,Renault,Laguna 2.0T,170,longue,5,5,rouge,true,19110
9159 DR 45,Audi,A2 1.4,75,courte,5,5,noir,false,18310
5134 YZ 30,Audi,A2 1.4,75,courte,5,5,gris,false,18310
7113 LV 17,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
9897 ZZ 43,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
8931 LE 73,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
5507 KK 28,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5883 EZ 75,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
7573 AQ 65,Fiat,Croma 2.2,147,longue,5,5,rouge,true,17346
7975 VB 15,BMW,M5,507,très longue,5,5,noir,true,66360
5827 CJ 68,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
1156 LD 54,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
253 HI 85,BMW,M5,507,très longue,5,5,rouge,false,94800
4303 AT 54,Daihatsu,Cuore 1.0,58,courte,5,3,rouge,false,8850
2327 SP 44,Audi,A2 1.4,75,courte,5,5,noir,false,18310
4992 FS 21,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
2763 DX 13,Nissan,Almera 1.8,115,moyenne,5,5,bleu,false,16450
8282 AG 81,Saab,9.3 1.8T,150,longue,5,5,noir,false,38600
7745 AF 58,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
3876 VP 27,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
3739 JB 77,Daihatsu,Cuore 1.0,58,courte,5,3,noir,false,8850
3419 XR 79,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
5705 EU 77,Kia,Picanto 1.1,65,courte,5,5,bleu,false,8990
1927 EU 63,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
2687 SX 98,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
5930 RO 11,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,true,34440
5665 DT 11,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
9525 OD 54,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
8362 IW 93,Nissan,Maxima 3.0 V6,200,très longue,5,5,blanc,false,30000
6178 BW 43,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
869 UB 22,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
4151 OM 20,Nissan,Primera 1.6,109,longue,5,5,rouge,false,18650
2082 PI 66,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,true,34440
3934 NQ 74,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
1332 JV 77,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
7715 HQ 22,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
9018 KT 54,BMW,M5,507,très longue,5,5,noir,false,94800
7401 XJ 84,Lancia,Ypsilon 1.4 16V,90,courte,5,3,noir,true,9450
8508 AW 87,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
9599 JI 65,Audi,A2 1.4,75,courte,5,5,gris,true,12817
7485 SY 83,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
6194 EN 73,Renault,Laguna 2.0T,170,longue,5,5,rouge,true,19110
2907 ZW 21,Audi,A2 1.4,75,courte,5,5,noir,false,18310
7826 SR 39,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
9083 BD 39,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
3346 IR 97,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
4761 IV 10,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
3249 LV 47,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
5912 BP 12,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
1156 XA 24,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,true,34440
4226 IX 62,Audi,A2 1.4,75,courte,5,5,noir,false,18310
2923 GN 62,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
7592 KG 34,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
1503 QP 92,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
7821 TJ 31,Skoda,Superb 2.8 V6,193,très longue,5,5,bleu,false,31790
3143 UI 98,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
2206 CD 39,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
8621 JT 16,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
3149 WO 49,Mercedes,S500,306,très longue,5,5,rouge,true,70910
8839 XY 80,Audi,A2 1.4,75,courte,5,5,gris,false,18310
5216 AG 37,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
9285 HE 81,BMW,M5,507,très longue,5,5,gris,true,66360
9063 DC 86,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
3987 JO 35,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
1551 PJ 36,Mercedes,A200,136,moyenne,5,5,gris,false,25900
1758 NS 11,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
2833 CI 51,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
8085 VM 26,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
879 AG 46,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
9998 ZC 62,Audi,A2 1.4,75,courte,5,5,noir,false,18310
5636 SU 94,Mercedes,S500,306,très longue,5,5,bleu,false,101300
9510 FS 77,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,true,15644
1005 NZ 43,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
1126 SM 55,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
3847 VN 24,Nissan,Primera 1.6,109,longue,5,5,bleu,false,18650
7830 KD 86,BMW,M5,507,très longue,5,5,rouge,false,94800
4230 RX 29,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
4242 CB 95,Audi,A2 1.4,75,courte,5,5,noir,false,18310
9187 XY 87,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
6521 SL 89,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
3123 MA 46,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
6497 VQ 84,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
1648 FF 52,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
8644 FQ 96,BMW,M5,507,très longue,5,5,bleu,true,66360
4404 QS 64,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
1106 TH 68,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
8944 XJ 42,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
5443 XJ 75,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
2550 HM 12,BMW,M5,507,très longue,5,5,bleu,false,94800
129 NE 10,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
2938 VS 44,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
7883 KX 36,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
7029 HZ 13,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
9313 IE 54,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,true,16029
6768 SA 34,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
3229 RJ 20,Mercedes,S500,306,très longue,5,5,noir,true,70910
9674 PL 40,Mercedes,S500,306,très longue,5,5,noir,true,70910
9441 AK 39,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,true,15644
1996 JJ 41,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
3480 MM 66,Dacia,Logan 1.6 MPI,90,moyenne,5,5,blanc,false,7500
9283 ZZ 19,Mercedes,A200,136,moyenne,5,5,rouge,false,25900
4512 KS 72,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
9900 UX 96,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
243 IO 76,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
3486 US 56,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
4936 IR 45,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
200 PR 85,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
5708 NQ 93,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
4010 QF 97,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
7206 LM 68,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
8138 SS 90,Audi,A3 2.0 FSI,150,moyenne,5,5,rouge,true,19950
8031 HS 69,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
5331 MZ 34,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
5857 ML 87,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
4674 RW 66,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5162 MY 31,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
2721 QX 82,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
1552 PD 12,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
1566 MR 40,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
8471 RB 78,Mini,Copper 1.6 16V,115,courte,5,5,noir,true,12740
8621 SL 48,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
4780 RJ 33,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
489 PG 96,Skoda,Superb 2.8 V6,193,très longue,5,5,noir,false,31790
2810 YW 79,Mercedes,A200,136,moyenne,5,5,blanc,false,25900
4380 MW 51,Seat,Toledo 1.6,102,longue,5,5,noir,false,18880
2934 BW 27,BMW,M5,507,très longue,5,5,gris,false,94800
2225 CW 30,Ford,Mondeo 1.8,125,longue,5,5,gris,true,16730
1645 BM 56,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
7020 DY 61,BMW,M5,507,très longue,5,5,noir,true,66360
6580 MR 75,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
1464 DJ 24,BMW,M5,507,très longue,5,5,noir,true,66360
6433 DQ 14,BMW,M5,507,très longue,5,5,gris,true,66360
3185 HH 82,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
2208 BT 83,Mercedes,A200,136,moyenne,5,5,gris,false,25900
8608 QE 98,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
7879 PO 20,BMW,120i,150,moyenne,5,5,gris,true,25060
391 CR 32,BMW,M5,507,très longue,5,5,noir,true,66360
4453 JS 59,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
8241 AH 66,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
